LotisLeft,Lot_per,Lot_mon,Lot_color,Sure_mon,dist,response,RT
1,70,8,blue,5,Skew,['f'],3.8853766340762377
1,80,8,blue,5,Skew,['f'],1.8202093111758586
1,70,8,blue,5,Skew,['f'],2.7961379293119535
1,70,8,blue,5,Skew,['j'],3.938143039646093
0,80,8,blue,5,Skew,['j'],2.8957688059599604
1,80,8,blue,5,Skew,['f'],1.6995110687275883
0,90,8,blue,5,Skew,['j'],2.03908691109973
1,80,8,blue,5,Skew,['f'],2.6533779038581997
1,100,8,blue,5,Skew,['f'],3.399909034720622
0,90,8,blue,5,Skew,['f'],2.5564276301302016
0,60,8,blue,5,Skew,['f'],1.689140230184421
1,90,8,blue,5,Skew,['f'],1.8059896570339333
0,80,8,blue,5,Skew,['f'],1.667495158064412
1,70,8,blue,5,Skew,['j'],1.6243958759005181
1,100,8,blue,5,Skew,['f'],1.4622657636646181
0,80,8,blue,5,Skew,['f'],1.7792274322418962
0,60,8,blue,5,Skew,['f'],1.8149780963431112
0,80,8,blue,5,Skew,['f'],2.226974875346059
0,90,8,blue,5,Skew,['j'],2.9276968233752996
0,80,8,blue,5,Skew,['j'],1.9884501399064902
1,80,8,green,5,wide,['f'],2.681895434303442
0,80,8,green,5,wide,['j'],1.892705341015244
1,0,8,green,5,wide,No_resp,10
1,100,8,green,5,wide,['f'],1.504719072865555
1,10,8,green,5,wide,['j'],3.659976726747118
1,0,8,green,5,wide,['j'],1.5753508549241815
0,20,8,green,5,wide,['f'],2.874426951428177
0,0,8,green,5,wide,['f'],1.2717623342759907
0,90,8,green,5,wide,['f'],2.4428931169386487
0,20,8,green,5,wide,['f'],2.0165865150047466
1,10,8,green,5,wide,['j'],1.8286365419335198
0,90,8,green,5,wide,['j'],3.0972953046439216
0,10,8,green,5,wide,['f'],1.7192492263857275
1,100,8,green,5,wide,['f'],1.5172124346427154
0,90,8,green,5,wide,['j'],1.5051406192942522
1,90,8,green,5,wide,['f'],1.5662787889596075
0,10,8,green,5,wide,['f'],2.0188265137257986
1,100,8,green,5,wide,['f'],1.6472521117830183
0,0,8,green,5,wide,['f'],1.7961567026213743
1,100,8,green,5,wide,['f'],1.4647350245213602
1,50,8,red,5,Narrow,['j'],1.693880778591847
1,50,8,red,5,Narrow,['j'],1.7384950109699275
1,50,8,red,5,Narrow,['j'],1.5269128380168695
0,40,8,red,5,Narrow,['f'],1.6340513370814733
0,60,8,red,5,Narrow,['f'],2.6154381565575022
0,50,8,red,5,Narrow,['f'],1.605405237787636
1,60,8,red,5,Narrow,['f'],1.9934785459481645
1,60,8,red,5,Narrow,['j'],2.1741567009012215
1,50,8,red,5,Narrow,['j'],1.7622125441848766
0,50,8,red,5,Narrow,['f'],1.7428800040506758
1,50,8,red,5,Narrow,['j'],1.506007321033394
0,40,8,red,5,Narrow,['f'],1.3215033904125448
0,50,8,red,5,Narrow,['f'],1.2622368641314097
1,60,8,red,5,Narrow,['j'],1.41896281944355
1,70,8,red,5,Narrow,['f'],1.3509300048172008
0,30,8,red,5,Narrow,['f'],1.369791220757179
0,40,8,red,5,Narrow,['f'],1.1897689942561556
1,30,8,red,5,Narrow,['j'],1.7539895444060676
0,40,8,red,5,Narrow,['f'],1.2700977663334925
0,70,8,red,5,Narrow,['j'],1.594895874906797
